service_id,pole,categorie,prestation,prix_start,prix_business,prix_enterprise,prix_mensuel,prix_trimestriel,prix_semestriel,prix_annuel,taux_haute_saison,duree_minutes,capacite_min,capacite_max,capacite_optimale,description,conditions_annulation,privatisation,zones_geographiques,langues_disponibles,options,index_ape
MAR-NFT-029,Divertissement,Marketing NFT,NFT Marketing Strategy,2866.28,5635.15,10966.28,2457.15,68850.0,129600.0,243000.0,0.27,129600,1,10,4,Stratégie marketing NFT et accompagnement,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Community management', description_option='Option Community management', prix_ht=Decimal('4050.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Promotion', description_option='Option Promotion', prix_ht=Decimal('5400.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Analytics', description_option='Option Analytics', prix_ht=Decimal('6750.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",70.21Z
MAR-NFT-030,Divertissement,Marketing NFT,NFT Program Annuel,10146.63,18146.63,33920.0,7335.76,204000.0,384000.0,720000.0,0.27,525600,1,10,4,Programme NFT sur un an,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Drops mensuels', description_option='Option Drops mensuels', prix_ht=Decimal('12000.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Analytics', description_option='Option Analytics', prix_ht=Decimal('16000.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Community management', description_option='Option Community management', prix_ht=Decimal('20000.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",70.21Z
MAR-NFT-031,Divertissement,Marketing NFT,NFT Quarterly Program,2796.0,5688.0,10896.0,2458.8,68850.0,129600.0,243000.0,0.27,129600,1,10,4,Programme NFT trimestriel intensif,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Strategy', description_option='Option Strategy', prix_ht=Decimal('4050.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Creation', description_option='Option Creation', prix_ht=Decimal('5400.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Marketing', description_option='Option Marketing', prix_ht=Decimal('6750.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",70.21Z
SOC-MET-032,Divertissement,Social Media,Metaverse Community Management,171.47,553.99,835.15,171.47,4050.0,7650.0,14400.0,0.27,43200,1,10,4,Gestion communauté dans les univers virtuels,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Virtual Events', description_option='Option Virtual Events', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Avatar Design', description_option='Option Avatar Design', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Community Engagement', description_option='Option Community Engagement', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",70.21Z
SOC-SOC-033,Divertissement,Social Media,Social AR/VR Campaign,366.28,614.66,896.0,453.99,5400.0,10200.0,19200.0,0.27,43200,1,10,4,Campagne social media avec expériences AR/VR,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Custom Filters', description_option='Option Custom Filters', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Interactive AR', description_option='Option Interactive AR', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Analytics', description_option='Option Analytics', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",70.21Z
SOC-SOC-034,Divertissement,Social Media,Social Media Management,1960.0,2960.0,5357.65,1035.76,25500.0,48000.0,90000.0,0.27,43200,1,10,4,Gestion complète des réseaux sociaux,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Ads management', description_option='Option Ads management', prix_ht=Decimal('1500.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Création contenu', description_option='Option Création contenu', prix_ht=Decimal('2000.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Reporting', description_option='Option Reporting', prix_ht=Decimal('2500.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",70.21Z
TEA-DIG-035,Divertissement,Team Building,Digital Creation Lab,175.4,571.53,871.53,173.52,4050.0,7650.0,14400.0,0.27,480,1,10,4,Atelier création contenu digital en équipe,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Vidéo souvenir', description_option='Option Vidéo souvenir', prix_ht=Decimal('225.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Restauration', description_option='Option Restauration', prix_ht=Decimal('300.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Animation', description_option='Option Animation', prix_ht=Decimal('375.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",70.21Z
TEA-INN-036,Divertissement,Team Building,Innovation Semester,4966.28,9835.15,19296.0,4339.2,122400.0,230400.0,432000.0,0.27,259200,1,10,4,Programme innovation semestriel,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Workshops', description_option='Option Workshops', prix_ht=Decimal('7200.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Tech Projects', description_option='Option Tech Projects', prix_ht=Decimal('9600.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Team Events', description_option='Option Team Events', prix_ht=Decimal('12000.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",70.21Z
TEA-INN-037,Divertissement,Team Building,Innovation Week,375.4,988.0,1592.0,317.72,8925.0,16800.0,31500.0,0.27,2400,1,10,4,Semaine d'innovation et team building,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Workshops', description_option='Option Workshops', prix_ht=Decimal('525.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Prototyping', description_option='Option Prototyping', prix_ht=Decimal('700.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Pitchs', description_option='Option Pitchs', prix_ht=Decimal('875.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",70.21Z
TEA-MET-038,Divertissement,Team Building,Metaverse Challenge,275.4,666.28,1960.0,263.58,6750.0,12750.0,24000.0,0.27,480,1,10,4,Challenge d'équipe dans le metaverse avec missions collaboratives,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='VR Equipment', description_option='Option VR Equipment', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Custom Avatars', description_option='Option Custom Avatars', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Private Metaverse', description_option='Option Private Metaverse', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",70.21Z
TEA-TEC-039,Divertissement,Team Building,Tech Innovation Workshop,453.99,671.53,1053.99,414.66,5400.0,10200.0,19200.0,0.27,480,1,10,4,Workshop innovation technologique,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Prototypage', description_option='Option Prototypage', prix_ht=Decimal('300.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Documentation', description_option='Option Documentation', prix_ht=Decimal('400.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Suivi', description_option='Option Suivi', prix_ht=Decimal('500.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",70.21Z
ÉVÉ-EVE-040,Divertissement,Événementiel Digital,Event Setup Express,15.96,49.2,87.15,135.0,382.5,720.0,1350.0,0.27,120,1,10,4,Configuration événement express,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Tech check', description_option='Option Tech check', prix_ht=Decimal('22.50'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Live support', description_option='Option Live support', prix_ht=Decimal('30.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Backup system', description_option='Option Backup system', prix_ht=Decimal('37.50'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",70.21Z
ÉVÉ-HAL-041,Divertissement,Événementiel Digital,Half-Day Event Express,73.52,314.66,453.99,47.35,1275.0,2400.0,4500.0,0.27,240,1,10,4,Organisation événement express demi-journée,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Tech Setup', description_option='Option Tech Setup', prix_ht=Decimal('75.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Live Support', description_option='Option Live Support', prix_ht=Decimal('100.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Recording', description_option='Option Recording', prix_ht=Decimal('125.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",70.21Z
ÉVÉ-HOL-042,Divertissement,Événementiel Digital,Holographic Experience,653.99,1035.15,1792.0,592.0,10800.0,20400.0,38400.0,0.27,480,1,10,4,Événement avec présentations holographiques interactives,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Custom Holograms', description_option='Option Custom Holograms', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Interactive Features', description_option='Option Interactive Features', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Recording', description_option='Option Recording', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",70.21Z
ÉVÉ-HYB-043,Divertissement,Événementiel Digital,Hybrid Event Organization,635.76,1960.0,3357.65,788.0,13500.0,25500.0,48000.0,0.27,43200,1,10,4,Organisation événement hybride complet,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Captation', description_option='Option Captation', prix_ht=Decimal('750.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Streaming', description_option='Option Streaming', prix_ht=Decimal('1000.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Technical support', description_option='Option Technical support', prix_ht=Decimal('1250.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",70.21Z
ÉVÉ-VIR-044,Divertissement,Événementiel Digital,Virtual Event,553.99,853.99,1453.99,492.0,8100.0,15300.0,28800.0,0.27,480,1,10,4,Événement 100 \% digital interactif,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Plateforme personnalisée', description_option='Option Plateforme personnalisée', prix_ht=Decimal('450.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Modération', description_option='Option Modération', prix_ht=Decimal('600.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Analytics', description_option='Option Analytics', prix_ht=Decimal('750.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",70.21Z
DIG-BUR-045,Studio,Digital Lab,Bureau Privatif,88.8,141.47,268.8,56.35,1530.0,2880.0,5400.0,0.27,480,1,10,4,Bureau privé équipé tout confort,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Support IT', description_option='Option Support IT', prix_ht=Decimal('90.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Restauration', description_option='Option Restauration', prix_ht=Decimal('120.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Conciergerie', description_option='Option Conciergerie', prix_ht=Decimal('150.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",59.11B
DIG-ESP-046,Studio,Digital Lab,Espace Coworking,81.47,129.6,259.2,55.66,1530.0,2880.0,5400.0,0.27,480,1,10,4,Espace de travail partagé avec services,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Casier', description_option='Option Casier', prix_ht=Decimal('90.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Impression', description_option='Option Impression', prix_ht=Decimal('120.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Salle réunion', description_option='Option Salle réunion', prix_ht=Decimal('150.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",59.11B
DIG-LAB-047,Studio,Digital Lab,Lab Access Premium,3662.77,5920.0,10880.0,1896.0,51000.0,96000.0,180000.0,0.27,129600,1,10,4,Accès premium trimestriel au digital lab,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Espace dédié', description_option='Option Espace dédié', prix_ht=Decimal('3000.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Equipment pro', description_option='Option Equipment pro', prix_ht=Decimal('4000.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Support 24/7', description_option='Option Support 24/7', prix_ht=Decimal('5000.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",59.11B
DIG-SAL-048,Studio,Digital Lab,Salle Connected,37.15,39.2,63.52,10.92,255.0,480.0,900.0,0.27,60,1,10,4,Salle de réunion équipée visioconférence,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Captation', description_option='Option Captation', prix_ht=Decimal('15.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Streaming', description_option='Option Streaming', prix_ht=Decimal('20.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Support technique', description_option='Option Support technique', prix_ht=Decimal('25.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",59.11B
DIG-WEE-049,Studio,Digital Lab,Weekly Innovation Lab,259.6,771.53,1960.0,227.54,6375.0,12000.0,22500.0,0.27,2400,1,10,4,Accès lab innovation hebdomadaire,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Dedicated Space', description_option='Option Dedicated Space', prix_ht=Decimal('375.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Equipment', description_option='Option Equipment', prix_ht=Decimal('500.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Expert Support', description_option='Option Expert Support', prix_ht=Decimal('625.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",59.11B
PRO-CRE-050,Studio,Production Contenu,Creative Week Package,259.6,666.28,1960.0,226.66,6375.0,12000.0,22500.0,0.27,2400,1,10,4,Package production hebdomadaire tout inclus,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Multi-studio Access', description_option='Option Multi-studio Access', prix_ht=Decimal('375.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Post-production', description_option='Option Post-production', prix_ht=Decimal('500.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Distribution', description_option='Option Distribution', prix_ht=Decimal('625.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",59.11B
PRO-PHO-051,Studio,Production Contenu,Photo Production,163.58,535.15,696.0,169.2,4050.0,7650.0,14400.0,0.27,2400,1,10,4,Shooting photo professionnel avec post-production,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Direction artistique', description_option='Option Direction artistique', prix_ht=Decimal('225.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Stylisme', description_option='Option Stylisme', prix_ht=Decimal('300.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Location', description_option='Option Location', prix_ht=Decimal('375.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",59.11B
PRO-POD-052,Studio,Production Contenu,Podcast Production,371.53,392.0,688.0,388.0,2700.0,5100.0,9600.0,0.27,480,1,10,4,Production podcast de A à Z avec montage,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Sound design', description_option='Option Sound design', prix_ht=Decimal('150.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Music licensing', description_option='Option Music licensing', prix_ht=Decimal('200.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Distribution', description_option='Option Distribution', prix_ht=Decimal('250.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",59.11B
PRO-STU-053,Studio,Production Contenu,Studio Membership,771.47,1714.66,5880.0,677.54,19125.0,36000.0,67500.0,0.27,43200,1,10,4,Accès illimité aux studios en mensuel,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Matériel pro', description_option='Option Matériel pro', prix_ht=Decimal('1125.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Support technique', description_option='Option Support technique', prix_ht=Decimal('1500.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Storage', description_option='Option Storage', prix_ht=Decimal('1875.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",59.11B
PRO-VID-054,Studio,Production Contenu,Video Production,263.58,753.99,3146.63,263.58,6750.0,12750.0,24000.0,0.27,4800,1,10,4,Production vidéo professionnelle complète,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Drone', description_option='Option Drone', prix_ht=Decimal('375.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Scénarisation', description_option='Option Scénarisation', prix_ht=Decimal('500.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Motion design', description_option='Option Motion design', prix_ht=Decimal('625.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",59.11B
STU-STU-055,Studio,Studio Production,Studio Motion Design,175.0,37.35,95.4,175.0,472.5,892.5,1680.0,0.27,240,1,10,4,Studio animation et motion design,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Station 3D', description_option='Option Station 3D', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Rendu', description_option='Option Rendu', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Experts motion', description_option='Option Experts motion', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",59.11B
STU-STU-056,Studio,Studio Production,Studio Photo Pro,36.92,89.2,149.6,315.0,892.5,1680.0,3150.0,0.27,240,1,10,4,Studio photo professionnel tout équipé avec assistant,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Assistant photo', description_option='Option Assistant photo', prix_ht=Decimal('52.50'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Retouche', description_option='Option Retouche', prix_ht=Decimal('70.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Location matériel', description_option='Option Location matériel', prix_ht=Decimal('87.50'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",59.11B
STU-STU-057,Studio,Studio Production,Studio Podcast,37.15,48.8,63.52,11.72,255.0,480.0,900.0,0.27,60,1,10,4,Studio d'enregistrement podcast avec ingénieur son,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Mix et mastering', description_option='Option Mix et mastering', prix_ht=Decimal('15.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Distribution', description_option='Option Distribution', prix_ht=Decimal('20.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Promotion', description_option='Option Promotion', prix_ht=Decimal('25.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",59.11B
STU-STU-058,Studio,Studio Production,Studio Semester Access,3714.66,8357.65,16715.29,3166.63,89250.0,168000.0,315000.0,0.27,259200,1,10,4,Accès illimité studios sur 6 mois,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Equipment Access', description_option='Option Equipment Access', prix_ht=Decimal('5250.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Storage', description_option='Option Storage', prix_ht=Decimal('7000.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Technical Support', description_option='Option Technical Support', prix_ht=Decimal('8750.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",59.11B
